,Unnamed: 0,path_img,img_no,branch,Path_folder_web,camera_angle,gender,category,work_by,status,clip_from,split,path_img_28,path_img_28_train,img_28_train,path_img_29
10,29147,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_1_10625_10751_yes/10686.jpg,62,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_1_10625_10751_yes/,kku2,Men,Working,Frist,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_1_10625_10751_yes/10686.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/10_10686.jpg,10_10686.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_1_10625_10751_yes/10686.jpg
11,19977,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_1_250_376_yes/287.jpg,38,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_1_250_376_yes/,kku2,Men,Working,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_1_250_376_yes/287.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/11_287.jpg,11_287.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_1_250_376_yes/287.jpg
12,78110,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_4_11875_12001_yes/11916.jpg,26,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_4_11875_12001_yes/,kku2,Women,Student,Frist,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_4_11875_12001_yes/11916.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/12_11916.jpg,12_11916.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_4_11875_12001_yes/11916.jpg
13,153111,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_77_104//yes/person_39_200_301_yes/274.jpg,26,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_77_104//yes/person_39_200_301_yes/,Complax,Women,Student,Nat,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_77_104//yes/person_39_200_301_yes/274.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/13_274.jpg,13_274.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_77_104//yes/person_39_200_301_yes/274.jpg
14,171017,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_1372_1400//yes/person_0_400_501_yes/450.jpg,50,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_1372_1400//yes/person_0_400_501_yes/,Complax,Women,Working,Nat,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_1372_1400//yes/person_0_400_501_yes/450.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/14_450.jpg,14_450.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_1372_1400//yes/person_0_400_501_yes/450.jpg
15,143862,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_312_457//yes/person_0_1700_1801_yes/1750.jpg,50,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_312_457//yes/person_0_1700_1801_yes/,Complax,Men,Working,Yoke,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_312_457//yes/person_0_1700_1801_yes/1750.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/15_1750.jpg,15_1750.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_312_457//yes/person_0_1700_1801_yes/1750.jpg
16,6132,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_3_7750_7876_yes/7769.jpg,20,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_3_7750_7876_yes/,kku2,Men,Student,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_3_7750_7876_yes/7769.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/16_7769.jpg,16_7769.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_3_7750_7876_yes/7769.jpg
17,147687,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_1224_1244//yes/person_4_200_301_yes/264.jpg,35,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_1224_1244//yes/person_4_200_301_yes/,Complax,Men,Working,Nat,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_1224_1244//yes/person_4_200_301_yes/264.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/17_264.jpg,17_264.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_1224_1244//yes/person_4_200_301_yes/264.jpg
18,92070,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_18840_19660//yes/person_0_5025_5101_yes/5053.jpg,29,CCON,BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_18840_19660//yes/person_0_5025_5101_yes/,ch7,Women,Working,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_18840_19660//yes/person_0_5025_5101_yes/5053.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/18_5053.jpg,18_5053.jpg,/media/tohn/HDD/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_18840_19660//yes/person_0_5025_5101_yes/5053.jpg
19,79208,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_6_375_501_yes/463.jpg,36,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_6_375_501_yes/,kku2,Women,Student,Yoke,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_6_375_501_yes/463.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/19_463.jpg,19_463.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_6_375_501_yes/463.jpg
20,111581,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463_4010_4664//yes/person_0_12750_12876_yes/12808.jpg,37,kku2,BearHouse-Person/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463_4010_4664//yes/person_0_12750_12876_yes/,camera17,motorcycle,motorcycle,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463_4010_4664//yes/person_0_12750_12876_yes/12808.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/20_12808.jpg,20_12808.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463_4010_4664//yes/person_0_12750_12876_yes/12808.jpg
21,103726,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera18_Med-Tech_Med-Tech_20230606072848_20230606084035_6075337505/IP Camera18_Med-Tech_Med-Tech_20230606072848_20230606084035_6075337505_1205_4190//yes/person_8_3400_3501_yes/3459.jpg,30,kku2,BearHouse-Person/IP Camera18_Med-Tech_Med-Tech_20230606072848_20230606084035_6075337505/IP Camera18_Med-Tech_Med-Tech_20230606072848_20230606084035_6075337505_1205_4190//yes/person_8_3400_3501_yes/,camera18_Med-Tech,Women,Working,Tung,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera18_Med-Tech_Med-Tech_20230606072848_20230606084035_6075337505/IP Camera18_Med-Tech_Med-Tech_20230606072848_20230606084035_6075337505_1205_4190//yes/person_8_3400_3501_yes/3459.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/21_3459.jpg,21_3459.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera18_Med-Tech_Med-Tech_20230606072848_20230606084035_6075337505/IP Camera18_Med-Tech_Med-Tech_20230606072848_20230606084035_6075337505_1205_4190//yes/person_8_3400_3501_yes/3459.jpg
22,148429,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_1151_1161//yes/person_2_100_201_yes/117.jpg,18,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_1151_1161//yes/person_2_100_201_yes/,Complax,Men,Working,,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_1151_1161//yes/person_2_100_201_yes/117.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/22_117.jpg,22_117.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_1151_1161//yes/person_2_100_201_yes/117.jpg
23,62341,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_28250_28376_yes/28311.jpg,62,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_28250_28376_yes/,kku2,Men,Working,Tung,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_28250_28376_yes/28311.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/23_28311.jpg,23_28311.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_28250_28376_yes/28311.jpg
24,77767,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_6_7500_7626_yes/7569.jpg,42,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_6_7500_7626_yes/,kku2,Women,Student,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_6_7500_7626_yes/7569.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/24_7569.jpg,24_7569.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_6_7500_7626_yes/7569.jpg
25,96930,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_2_375_501_yes/406.jpg,32,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_2_375_501_yes/,kku2,Women,Working,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_2_375_501_yes/406.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/25_406.jpg,25_406.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_2_375_501_yes/406.jpg
